Muscle,X,Y,Z,,A-CSA,Mass,Max Gape,Gape Angle,PBL,HW,HH,TL
POV-O,-8.126,4.642,-0.304,,2.521,16.7,10.254,79.22,29.3,22.2,16.1,159.2
,-8.075,4.685,-0.199,,,,,,,,,
,-8.078,4.687,-0.2,,,,,,,,,
POV-I,-18.665,9.724,-5.519,,,,,,,,,
,-18.604,9.632,-5.635,,,,,,,,,
,-18.588,9.63,-5.617,,,,,,,,,
QD1-O,-16.031,10.717,-0.838,,1.577,6.6,,,,,,
,-16.055,10.751,-0.825,,,,,,,,,
,-16.228,10.827,-0.926,,,,,,,,,
QD1-I,-19.195,11.077,-4.44,,,,,,,,,
,-19.197,11.121,-4.455,,,,,,,,,
,-19.167,11.118,-4.425,,,,,,,,,
QV-O,-19.301,11.053,-4.6,,7.823,38,,,,,,
,-19.284,11.131,-4.552,,,,,,,,,
,-19.327,11.114,-4.546,,,,,,,,,
QV-I,-21.92,7.627,-7.264,,,,,,,,,
,-22.1,7.819,-7.248,,,,,,,,,
,-22.083,7.823,-7.224,,,,,,,,,
POD-O,-10.198,5.743,-1.207,,1.292,7,,,,,,
,-10.188,5.737,-1.166,,,,,,,,,
,-10.191,5.749,-1.168,,,,,,,,,
POD-I,-18.303,9.474,-5.191,,,,,,,,,
,-18.299,9.403,-5.201,,,,,,,,,
,-18.353,9.344,-5.092,,,,,,,,,
QD2-O,-17.023,11.207,-0.742,,2.498,6.2,,,,,,
,-16.873,11.16,-0.632,,,,,,,,,
,-16.862,11.173,-0.624,,,,,,,,,
QD2-I,-19.23,10.855,-3.795,,,,,,,,,
,-19.241,10.797,-3.77,,,,,,,,,
,-19.252,10.712,-3.674,,,,,,,,,
QD3-O,-15.853,10.205,-0.946,,1.337,4.4,,,,,,
,-16.122,10.299,-0.979,,,,,,,,,
,-16.155,10.297,-1.026,,,,,,,,,
QD3-I,-19.494,10.294,-3.83,,,,,,,,,
,-19.374,10.084,-3.912,,,,,,,,,
,-19.38,10.065,-3.883,,,,,,,,,
QD4-O,-17.585,10.523,-2.258,,1.086,2.6,,,,,,
,-17.65,10.696,-2.22,,,,,,,,,
,-17.667,10.692,-2.219,,,,,,,,,
QD4-I,-19.259,10.352,-4.12,,,,,,,,,
,-19.299,10.452,-4.059,,,,,,,,,
,-19.28,10.431,-3.981,,,,,,,,,
ABP,-10.637,1.442,-5.178,,,,,,,,,
,-10.626,1.361,-5.006,,,,,,,,,
,-10.619,1.277,-5.147,,,,,,,,,
PBP,-16.492,8.673,-3.708,,,,,,,,,
,-16.549,8.68,-3.795,,,,,,,,,
,-16.494,8.671,-3.743,,,,,,,,,
JJ,-19.128,10.196,-2.171,,,,,,,,,
,-19.107,10.191,-2.254,,,,,,,,,
,-19.103,10.185,-2.27,,,,,,,,,
