Muscle,X,Y,Z,,A-CSA,Mass,Max Gape,Gape Angle,PBL,HW,HH,TL
POV-O,-6.981,5.885,0.479,,2.84,19,6.863,36.247,29.2,21.5,,155.4
,-6.897,5.941,0.552,,,,,,,,,
,-6.971,5.875,0.561,,,,,,,,,
POV-I,-17.248,12.174,-2.723,,,,,,,,,
,-17.29,12.138,-2.788,,,,,,,,,
,-17.353,12.262,-2.732,,,,,,,,,
QD1-O,-13.954,12.604,1.435,,1.812,7.2,,,,,,
,-13.752,12.417,1.437,,,,,,,,,
,-14.114,12.667,1.54,,,,,,,,,
QD1-I,-17.226,13.395,-1.548,,,,,,,,,
,-17.263,13.446,-1.509,,,,,,,,,
,-17.234,13.497,-1.479,,,,,,,,,
QV-O,-17.548,13.483,-1.631,,10.671,37.4,,,,,,
,-17.498,13.496,-1.556,,,,,,,,,
,-17.561,13.404,-1.724,,,,,,,,,
QV-I,-20.981,10.642,-3.728,,,,,,,,,
,-20.958,10.517,-3.812,,,,,,,,,
,-20.986,10.672,-3.765,,,,,,,,,
POD-O,-9.346,7.287,-0.586,,0.939,4.9,,,,,,
,-9.324,7.249,-0.494,,,,,,,,,
,-9.351,7.279,-0.571,,,,,,,,,
POD-I,-17.057,11.713,-3.302,,,,,,,,,
,-17.096,11.659,-3.321,,,,,,,,,
,-17.302,11.695,-3.438,,,,,,,,,
QD2-O,-14.975,12.953,0.81,,1.173,2.9,,,,,,
,-14.911,12.905,0.78,,,,,,,,,
,-14.809,12.856,0.814,,,,,,,,,
QD2-I,-17.468,12.71,-2.041,,,,,,,,,
,-17.591,12.756,-2.032,,,,,,,,,
,-17.726,12.675,-2.12,,,,,,,,,
QD3-O,-14.662,12.343,4.161,,1.023,5.9,,,,,,
,-14.793,12.423,4.165,,,,,,,,,
,-14.84,12.461,4.177,,,,,,,,,
QD3-I,-17.451,12.835,1.802,,,,,,,,,
,-17.504,12.845,1.845,,,,,,,,,
,-17.45,12.804,1.782,,,,,,,,,
QD4-O,-16.321,12.551,2.832,,1.317,2.9,,,,,,
,-16.336,12.583,2.881,,,,,,,,,
,-16.214,12.502,2.842,,,,,,,,,
QD4-I,-17.733,12.407,1.428,,,,,,,,,
,-17.737,12.367,1.423,,,,,,,,,
,-17.729,12.34,1.441,,,,,,,,,
ABP,-10.725,3.11,-2.301,,,,,,,,,
,-10.66,3.078,-2.355,,,,,,,,,
,-10.71,3.047,-2.341,,,,,,,,,
PBP,-15.272,10.781,0.982,,,,,,,,,
,-15.316,10.814,1.029,,,,,,,,,
,-15.338,10.777,1.116,,,,,,,,,
JJ,-17.772,12.165,2.926,,,,,,,,,
,-17.626,11.99,2.957,,,,,,,,,
,-17.617,11.989,2.981,,,,,,,,,
