Muscle,X,Y,Z,,A-CSA,Mass,Max Gape,Gape Angle,PBL,HW,HH,TL
POV-O,-4.57,2.727,-0.002,,1.093,1.8,5.238,98.136,11.2,7.2,4.5,67.2
,-4.564,2.648,-0.021,,,,,,,,,
,-4.639,2.603,0.015,,,,,,,,,
POV-I,-7.957,2.76,-1.425,,,,,,,,,
,-7.809,2.712,-1.322,,,,,,,,,
,-7.839,2.745,-1.38,,,,,,,,,
QD1/2-O,-7.994,3.148,-0.164,,0.189,0.2,,,,,,
,-7.97,3.1,-0.061,,,,,,,,,
,-7.968,3.077,-0.055,,,,,,,,,
QD1/2-I,-8.531,2.933,-1.482,,,,,,,,,
,-8.586,2.979,-1.466,,,,,,,,,
,-8.628,3.073,-1.441,,,,,,,,,
QV-O,-8.504,2.936,-1.413,,0.792,0.9,,,,,,
,-8.555,2.999,-1.44,,,,,,,,,
,-8.609,3.035,-1.387,,,,,,,,,
QV-I,-8.706,1.845,-2.08,,,,,,,,,
,-8.643,1.884,-2.122,,,,,,,,,
,-8.738,1.836,-2.075,,,,,,,,,
POD-O,-5.425,1.935,-1.3,,0.565,0.8,,,,,,
,-5.467,1.931,-1.347,,,,,,,,,
,-5.421,1.911,-1.298,,,,,,,,,
POD-I,-7.743,2.4,-3.118,,,,,,,,,
,-7.741,2.345,-3.077,,,,,,,,,
,-7.735,2.298,-3.042,,,,,,,,,
QD3-O,-7.587,2.964,-1.944,,0.23,0.2,,,,,,
,-7.666,3.048,-1.938,,,,,,,,,
,-7.659,2.995,-1.923,,,,,,,,,
QD3-I,-8.179,2.697,-3.003,,,,,,,,,
,-8.228,2.749,-3.052,,,,,,,,,
,-8.177,2.758,-3.024,,,,,,,,,
QD4-O,-8.189,2.773,-1.782,,0.13,0.02,,,,,,
,-8.158,2.75,-1.756,,,,,,,,,
,-8.213,2.763,-1.738,,,,,,,,,
QD4-I,-8.427,2.83,-2.2,,,,,,,,,
,-8.423,2.762,-2.202,,,,,,,,,
,-8.398,2.778,-2.215,,,,,,,,,
ABP,-4.715,0.121,-2.123,,,,,,,,,
,-4.735,0.266,-2.064,,,,,,,,,
,-4.704,0.274,-2.12,,,,,,,,,
PBP,-7.392,2.185,-2.139,,,,,,,,,
,-7.441,2.234,-2.111,,,,,,,,,
,-7.401,2.221,-2.113,,,,,,,,,
JJ,-8.366,2.557,-2.035,,,,,,,,,
,-8.292,2.488,-2.07,,,,,,,,,
,-8.32,2.523,-2.045,,,,,,,,,
