Muscle,X,Y,Z,,A-CSA,Mass,Max Gape,Gape Angle,PBL,HW,HH,TL
POV-O,-4.764,3.179,-0.331,,0.978,2.4,6.136,101.138,12.6,8.2,5.3,82.3
,-4.752,3.225,-0.336,,,,,,,,,
,-4.749,3.033,-0.303,,,,,,,,,
POV-I,-8.984,3.322,-2.135,,,,,,,,,
,-9.059,3.187,-2.04,,,,,,,,,
,-9.099,3.252,-2.044,,,,,,,,,
QD1-O,-9.441,3.6,-2.149,,0.214,0.3,,,,,,
,-9.427,3.583,-2.139,,,,,,,,,
,-9.424,3.647,-2.092,,,,,,,,,
QD1-I,-8.578,4.001,-0.765,,,,,,,,,
,-8.565,4.033,-0.807,,,,,,,,,
,-9.495,3.753,-1.947,,,,,,,,,
QV-O,-9.495,3.753,-1.947,,1.197,1.3,,,,,,
,-9.425,3.715,-1.932,,,,,,,,,
,-9.433,3.755,-1.987,,,,,,,,,
QV-I,-10.033,2.791,-2.677,,,,,,,,,
,-9.986,2.797,-2.698,,,,,,,,,
,-10.017,2.755,-2.69,,,,,,,,,
POD-O,-6.668,2.801,-0.294,,0.535,1,,,,,,
,-6.668,2.801,-0.294,,,,,,,,,
,-6.662,2.797,-0.343,,,,,,,,,
POD-I,-8.848,3.014,-1.244,,,,,,,,,
,-8.81,3.018,-1.22,,,,,,,,,
,-8.86,3.004,-1.212,,,,,,,,,
QD2-O,-9.006,3.279,-1.154,,0.15,0.3,,,,,,
,-9.087,3.45,-1.161,,,,,,,,,
,-9.064,3.356,-1.093,,,,,,,,,
QD2-I,-8.614,3.987,-0.478,,,,,,,,,
,-8.681,3.958,-0.543,,,,,,,,,
,-8.652,3.975,-0.515,,,,,,,,,
QD4-O,-9.316,3.622,-0.883,,0.22,0.1,,,,,,
,-9.293,3.624,-0.906,,,,,,,,,
,-9.331,3.638,-0.89,,,,,,,,,
QD4-I,-9.638,3.429,-1.327,,,,,,,,,
,-9.617,3.407,-1.323,,,,,,,,,
,-9.617,3.385,-1.332,,,,,,,,,
ABP,-5.449,0.675,-1.439,,,,,,,,,
,-5.434,0.578,-1.404,,,,,,,,,
,-5.455,0.659,-1.452,,,,,,,,,
PBP,-8.492,2.758,-1.273,,,,,,,,,
,-8.543,2.781,-1.248,,,,,,,,,
,-8.523,2.756,-1.256,,,,,,,,,
JJ,-9.517,3.222,-1.456,,,,,,,,,
,-9.449,3.223,-1.43,,,,,,,,,
,-9.527,3.257,-1.438,,,,,,,,,
