Muscle,X,Y,Z,,A-CSA,Mass,Max Gape,Gape Angle,PBL,HW,HH,TL
POV-O,-7.546,5.158,0.582,,1.872,13.9,9.529,73.443,27.8,17.9,15.2,128.1
,-7.439,5.255,0.7,,,,,,,,,
,-7.555,5.127,0.526,,,,,,,,,
POV-I,-18.003,10.013,-1.722,,,,,,,,,
,-18.026,9.975,-1.748,,,,,,,,,
,-18.052,9.96,-1.744,,,,,,,,,
QD1-O,-15.151,10.264,2.095,,1.283,4.8,,,,,,
,-14.921,10.184,2.115,,,,,,,,,
,-14.916,10.171,2.06,,,,,,,,,
QD1-I,-18.188,10.839,-0.627,,,,,,,,,
,-18.18,10.896,-0.641,,,,,,,,,
,-18.185,10.842,-0.667,,,,,,,,,
QV-O,-18.35,10.778,-0.954,,8.08,27.1,,,,,,
,-18.379,10.763,-0.998,,,,,,,,,
,-18.355,10.775,-1.032,,,,,,,,,
QV-I,-21.156,8.266,-3.403,,,,,,,,,
,-21.132,8.236,-3.373,,,,,,,,,
,-21.205,8.365,-3.309,,,,,,,,,
POD-O,-10.175,6.136,-0.059,,1.033,3.7,,,,,,
,-10.169,6.129,-0.163,,,,,,,,,
,-10.228,6.184,-0.173,,,,,,,,,
POD-I,-17.881,8.875,-2.243,,,,,,,,,
,-17.879,8.862,-2.257,,,,,,,,,
,-17.889,8.87,-2.205,,,,,,,,,
QD2-O,-16.413,10.662,1.392,,1.426,2.9,,,,,,
,-16.394,10.619,1.3,,,,,,,,,
,-16.602,10.698,1.286,,,,,,,,,
QD2-I,-18.61,10.073,-1.281,,,,,,,,,
,-18.584,10.047,-1.213,,,,,,,,,
,-18.6,10.044,-1.305,,,,,,,,,
QD3-O,-16.046,9.639,2.402,,0.712,3,,,,,,
,-16.128,9.665,2.431,,,,,,,,,
,-16.09,9.647,2.451,,,,,,,,,
QD3-I,-18.926,9.585,-0.071,,,,,,,,,
,-19.025,9.583,0.009,,,,,,,,,
,-19.063,9.588,-0.02,,,,,,,,,
QD4-O,-17.39,9.295,1.247,,0.868,3.1,,,,,,
,-17.338,9.305,1.252,,,,,,,,,
,-17.266,9.306,1.262,,,,,,,,,
QD4-I,-19.095,9.279,-0.116,,,,,,,,,
,-19.099,9.262,-0.23,,,,,,,,,
,-19.086,9.215,-0.153,,,,,,,,,
ABP,-9.874,2.687,-4.163,,,,,,,,,
,-9.89,2.63,-4.157,,,,,,,,,
,-9.885,2.768,-4.149,,,,,,,,,
PBP,-15.922,8.249,-0.941,,,,,,,,,
,-15.927,8.252,-0.971,,,,,,,,,
,-15.93,8.562,-1.082,,,,,,,,,
JJ,-18.556,8.847,0.651,,,,,,,,,
,-18.534,8.98,0.454,,,,,,,,,
,-18.481,8.723,0.644,,,,,,,,,
