Muscle,X,Y,Z,,A-CSA,Mass,Max Gape,Gape Angle,PBL,HW,HH,TL
POV-O,-6.047,3.565,-0.261,,1.199,6,7.573,79.488,20.3,14.8,11.1,111.7
,-6.06,3.594,-0.279,,,,,,,,,
,-6.103,3.577,-0.287,,,,,,,,,
POV-I,-13.049,7.288,-3.948,,,,,,,,,
,-12.972,7.32,-3.968,,,,,,,,,
,-12.979,7.349,-3.941,,,,,,,,,
QD1-O,-11.331,7.543,-0.525,,0.753,2.2,,,,,,
,-11.259,7.514,-0.543,,,,,,,,,
,-11.289,7.514,-0.489,,,,,,,,,
QD1-I,-13.464,8.336,-3.145,,,,,,,,,
,-13.444,8.366,-3.079,,,,,,,,,
,-13.449,8.365,-3.007,,,,,,,,,
QV-O,-13.79,8.524,-3.062,,4.928,12.5,,,,,,
,-13.715,8.54,-3.046,,,,,,,,,
,-13.675,8.469,-3.035,,,,,,,,,
QV-I,-15.806,6.833,-5.242,,,,,,,,,
,-15.853,6.862,-5.252,,,,,,,,,
,-15.881,6.834,-5.303,,,,,,,,,
POD-O,-7.769,4.443,-1.638,,0.577,2.3,,,,,,
,-7.777,4.423,-1.593,,,,,,,,,
,-7.779,4.412,-1.583,,,,,,,,,
POD-I,-13.183,6.788,-4.541,,,,,,,,,
,-13.153,6.781,-4.486,,,,,,,,,
,-13.177,6.78,-4.472,,,,,,,,,
QD2-O,-12.395,8.074,-1.462,,0.782,1.5,,,,,,
,-12.372,8.076,-1.44,,,,,,,,,
,-12.393,8.086,-1.422,,,,,,,,,
QD2-I,-13.433,7.787,-3.655,,,,,,,,,
,-13.434,7.885,-3.637,,,,,,,,,
,-13.456,7.79,-3.664,,,,,,,,,
QD3-O,-13.816,7.443,-4.256,,0.381,1.6,,,,,,
,-13.839,7.464,-4.265,,,,,,,,,
,-13.805,7.351,-4.241,,,,,,,,,
QD3-I,-12.523,8.034,-2.331,,,,,,,,,
,-12.544,8.068,-2.375,,,,,,,,,
,-12.504,8.053,-2.35,,,,,,,,,
QD4-O,-13.09,7.62,-3.154,,0.458,0.7,,,,,,
,-13.12,7.606,-3.192,,,,,,,,,
,-13.113,7.597,-3.184,,,,,,,,,
QD4-I,-13.819,7.284,-4.309,,,,,,,,,
,-13.804,7.28,-4.282,,,,,,,,,
,-13.81,7.251,-4.241,,,,,,,,,
ABP,-7.989,0.533,-3.849,,,,,,,,,
,-7.924,0.569,-3.953,,,,,,,,,
,-7.986,0.655,-3.934,,,,,,,,,
PBP,-11.971,6.015,-3.903,,,,,,,,,
,-12.022,6.038,-3.917,,,,,,,,,
,-11.992,5.997,-3.927,,,,,,,,,
JJ,-13.812,7.084,-3.242,,,,,,,,,
,-13.76,7.079,-3.249,,,,,,,,,
,-13.73,7.015,-3.209,,,,,,,,,
