Muscle,X,Y,Z,,A-CSA,Mass,Max Gape,Gape Angle,PBL,HW,HH,TL
POV-O,-7.796,3.937,-1.036,,2.631,11.2,10.815,71.636,25.3,16.1,16.1,134.2
,-7.756,3.947,-0.99,,,,,,,,,
,-7.775,3.875,-0.951,,,,,,,,,
POV-I,-17.32,7.729,-5.409,,,,,,,,,
,-17.302,7.688,-5.37,,,,,,,,,
,-17.32,7.665,-5.372,,,,,,,,,
QD1-O,-15.404,7.961,-1.119,,1.555,4.6,,,,,,
,-15.382,7.95,-1.087,,,,,,,,,
,-15.486,7.989,-1.09,,,,,,,,,
QD1-I,-18.232,8.557,-4.041,,,,,,,,,
,-18.147,8.511,-3.814,,,,,,,,,
,-18.207,8.605,-3.896,,,,,,,,,
QV-O,-18.409,8.549,-3.665,,8.041,26.1,,,,,,
,-18.402,8.602,-3.769,,,,,,,,,
,-18.402,8.602,-3.769,,,,,,,,,
QV-I,-20.721,6.809,-7.11,,,,,,,,,
,-20.823,6.689,-7.206,,,,,,,,,
,-20.702,6.709,-7.134,,,,,,,,,
POD-O,-10.192,4.441,-2.208,,1.122,5,,,,,,
,-10.14,4.381,-2.168,,,,,,,,,
,-10.036,4.259,-2.114,,,,,,,,,
POD-I,-16.935,6.962,-5.769,,,,,,,,,
,-17.03,7.029,-5.682,,,,,,,,,
,-17.064,6.885,-5.666,,,,,,,,,
QD2-O,-16.054,7.219,-1.328,,1.299,3,,,,,,
,-16.069,7.211,-1.182,,,,,,,,,
,-16.203,7.28,-1.355,,,,,,,,,
QD2-I,-18.39,7.635,-4.882,,,,,,,,,
,-18.481,7.64,-4.693,,,,,,,,,
,-18.435,7.641,-4.746,,,,,,,,,
QD3-O,-16.191,6.856,-1.413,,0.983,4.6,,,,,,
,-16.154,6.879,-1.34,,,,,,,,,
,-16.236,6.876,-1.349,,,,,,,,,
QD3-I,-18.534,7.179,-4.244,,,,,,,,,
,-18.465,7.156,-4.053,,,,,,,,,
,-18.467,7.133,-4.026,,,,,,,,,
QD4-O,-17.478,6.734,-2.545,,0.725,1.6,,,,,,
,-17.539,6.75,-2.564,,,,,,,,,
,-17.538,6.746,-2.548,,,,,,,,,
QD4-I,-18.559,6.535,-4.218,,,,,,,,,
,-18.545,6.515,-4.246,,,,,,,,,
,-18.528,6.463,-4.263,,,,,,,,,
ABP,-9.827,-0.098,-5.064,,,,,,,,,
,-9.711,-0.022,-5.177,,,,,,,,,
,-9.701,0.023,-5.166,,,,,,,,,
PBP,-15.426,5.541,-4.212,,,,,,,,,
,-15.409,5.538,-4.25,,,,,,,,,
,-15.437,5.535,-4.246,,,,,,,,,
JJ,-18.17,5.766,-2.946,,,,,,,,,
,-18.227,5.732,-2.85,,,,,,,,,
,-18.294,5.723,-2.799,,,,,,,,,
