Muscle,X,Y,Z,,A-CSA,Mass,Max Gape,Gape Angle,PBL,HW,HH,TL
POV-O,-6.198,3.782,1.036,,3.212,8.9,8.031,89.624,16.6,12.1,8.8,106.5
,-6.166,3.743,1.081,,,,,,,,,
,-6.2,3.68,1.024,,,,,,,,,
POV-I,-12.008,3.857,-0.284,,,,,,,,,
,-11.977,3.853,-0.349,,,,,,,,,
,-11.958,3.848,-0.371,,,,,,,,,
QD1-O,-12.733,4.828,-0.262,,0.827,0.9,,,,,,
,-11.517,4.68,1.86,,,,,,,,,
,-11.473,4.594,1.949,,,,,,,,,
QD1-I,-12.709,4.633,0.097,,,,,,,,,
,-12.681,4.561,0.009,,,,,,,,,
,-12.652,4.523,-0.061,,,,,,,,,
QV-O,-12.887,4.61,0.06,,2.853,4,,,,,,
,-12.849,4.624,0.08,,,,,,,,,
,-12.776,4.684,0.074,,,,,,,,,
QV-I,-13.427,3.345,-1.041,,,,,,,,,
,-13.477,3.244,-1,,,,,,,,,
,-13.428,3.309,-1.05,,,,,,,,,
POD-O,-7.527,2.907,0.102,,1.385,3.6,,,,,,
,-7.507,2.878,0.011,,,,,,,,,
,-7.518,2.901,0.094,,,,,,,,,
POD-I,-11.861,3.347,-2.274,,,,,,,,,
,-11.841,3.331,-2.28,,,,,,,,,
,-11.886,3.33,-2.25,,,,,,,,,
QD2-O,-11.688,4.49,0.068,,0.837,1.7,,,,,,
,-11.634,4.467,0.031,,,,,,,,,
,-11.646,4.507,0.105,,,,,,,,,
QD2-I,-12.633,3.997,-1.866,,,,,,,,,
,-12.583,3.884,-1.953,,,,,,,,,
,-12.561,3.903,-1.905,,,,,,,,,
QD4-O,-11.806,4.074,-2.306,,0.358,0.3,,,,,,
,-11.792,4.073,-2.268,,,,,,,,,
,-11.796,4.067,-2.213,,,,,,,,,
QD4-I,-12.287,3.623,-3.246,,,,,,,,,
,-12.282,3.62,-3.172,,,,,,,,,
,-12.338,3.676,-3.236,,,,,,,,,
ABP,-6.378,-0.071,-3.384,,,,,,,,,
,-6.366,-0.084,-3.374,,,,,,,,,
,-6.361,-0.096,-3.358,,,,,,,,,
PBP,-10.488,2.71,-2.809,,,,,,,,,
,-10.492,2.736,-2.845,,,,,,,,,
,-10.664,2.77,-2.865,,,,,,,,,
JJ,-12.086,3.164,-2.171,,,,,,,,,
,-12.071,3.165,-2.211,,,,,,,,,
,-12.041,3.152,-2.23,,,,,,,,,
